id_transaccion,fecha_hora,hora,dia_semana,producto,monto,monto_promedio_usuario,saldo_anterior,saldo_posterior,destinatario_nuevo,hora_inusual,velocidad_operacion,llamada_reciente,cambio_dispositivo,edad,usuario_nuevo,dias_desde_registro,cantidad_operaciones_dia,operaciones_ultima_hora,alertas_ignoradas,distancia_operaciones,ubicacion_inusual,puntaje_riesgo,nivel_riesgo,fraude
13682,2026-04-06 00:10:00,0,0,Compra,207.36,406.49,8730.82,8523.46,1,1,156,0,0,29,0,366,5,0,0,0.51,0,3,Medio,0
13683,2026-04-06 00:20:00,0,0,Compra,78.5,667.01,4667.87,4589.37,0,0,35,0,0,30,0,2803,2,3,0,3.5,0,0,Bajo,0
13684,2026-04-06 00:30:00,0,0,Pago de servicios,54.11,803.18,7364.52,7310.41,1,1,125,1,1,40,0,1484,2,2,0,11.56,0,6,Alto,1
13685,2026-04-06 00:40:00,0,0,Compra,77.7,562.85,5939.47,5861.77,1,0,179,0,0,32,0,930,5,1,0,9.28,0,2,Bajo,0
13686,2026-04-06 00:50:00,0,0,Yape,503.02,240.09,9359.06,8856.04,0,0,10,0,1,76,0,1293,5,1,0,4.15,0,3,Medio,0
13687,2026-04-06 01:00:00,1,0,Recarga,412.82,264.03,3773.32,3360.5,0,0,11,0,0,72,0,1870,2,1,0,3.39,0,1,Bajo,0
13688,2026-04-06 01:10:00,1,0,Transferencia,1681.67,984.45,6558.38,4876.71,0,0,51,0,0,72,1,720,2,1,1,5.93,1,5,Alto,1
13689,2026-04-06 01:20:00,1,0,Yape,254.24,820.71,5478.75,5224.51,0,0,149,0,1,43,0,897,6,1,1,2.42,0,2,Bajo,0
13690,2026-04-06 01:30:00,1,0,Compra,257.68,353.4,6821.37,6563.69,0,0,120,0,0,68,1,195,0,0,0,7.06,1,3,Medio,0
13691,2026-04-06 01:40:00,1,0,Pago de servicios,342.8,219.38,499.96,157.16,1,0,154,0,0,48,0,58,4,1,0,2.51,0,2,Bajo,0
13692,2026-04-06 01:50:00,1,0,Yape,84.19,317.06,5494.72,5410.53,0,1,49,0,0,33,0,379,1,1,0,9.26,0,1,Bajo,0
13693,2026-04-06 02:00:00,2,0,Compra,603.9,830.0,6417.13,5813.23,0,0,146,1,0,47,0,2523,7,3,1,7.12,1,3,Medio,0
13694,2026-04-06 02:10:00,2,0,Yape,358.56,615.65,8885.25,8526.69,0,0,121,1,0,63,0,2999,2,0,0,0.53,0,1,Bajo,0
13695,2026-04-06 02:20:00,2,0,Recarga,94.88,705.92,8103.81,8008.93,0,1,170,0,0,36,0,462,3,0,1,21.49,0,3,Medio,0
13696,2026-04-06 02:30:00,2,0,Yape,354.84,673.71,6478.53,6123.69,0,0,105,1,0,57,0,27,3,1,0,5.33,0,1,Bajo,0
13697,2026-04-06 02:40:00,2,0,Transferencia,522.42,861.99,8019.56,7497.14,0,1,108,0,0,34,0,623,3,1,0,0.0,1,3,Medio,0
13698,2026-04-06 02:50:00,2,0,Yape,64.62,988.57,5880.83,5816.21,0,1,138,0,0,27,0,2464,4,0,1,2.07,0,1,Bajo,0
13699,2026-04-06 03:00:00,3,0,Yape,704.37,649.07,6069.92,5365.55,0,0,178,0,0,58,0,41,4,1,0,0.75,0,1,Bajo,0
13700,2026-04-06 03:10:00,3,0,Yape,155.98,624.43,3422.71,3266.73,0,0,161,0,0,59,0,2910,4,0,1,2.73,0,1,Bajo,0
13701,2026-04-06 03:20:00,3,0,Transferencia,11.36,156.57,5097.08,5085.72,0,0,169,0,0,64,0,1720,6,1,1,4.28,0,1,Bajo,0
13702,2026-04-06 03:30:00,3,0,Compra,646.75,925.45,1346.75,700.0,0,0,108,0,0,43,0,941,3,1,0,1.32,0,0,Bajo,0
13703,2026-04-06 03:40:00,3,0,Compra,937.05,109.55,5006.74,4069.69,1,1,15,0,0,63,0,822,6,1,0,1.01,0,5,Alto,1
13704,2026-04-06 03:50:00,3,0,Pago de servicios,79.56,693.77,3608.18,3528.62,1,0,129,0,0,33,0,2401,4,2,1,2.84,0,1,Bajo,0
13705,2026-04-06 04:00:00,4,0,Pago de servicios,46.02,755.67,2596.81,2550.79,0,0,90,1,0,66,0,471,4,0,1,5.74,0,1,Bajo,0
13706,2026-04-06 04:10:00,4,0,Yape,923.21,365.62,7643.1,6719.89,0,0,8,0,0,36,0,1398,3,0,1,3.23,0,1,Bajo,0
13707,2026-04-06 04:20:00,4,0,Recarga,131.98,148.38,3970.48,3838.5,1,0,50,0,0,64,0,2536,3,0,0,7.11,0,1,Bajo,0
13708,2026-04-06 04:30:00,4,0,Yape,939.06,453.59,5982.33,5043.27,0,0,57,1,1,57,0,1956,6,0,0,0.95,0,3,Medio,0
13709,2026-04-06 04:40:00,4,0,Transferencia,40.77,277.84,3138.12,3097.35,0,0,64,0,0,21,0,1766,2,0,1,1.46,1,2,Bajo,0
13710,2026-04-06 04:50:00,4,0,Compra,997.4,614.24,4279.17,3281.77,0,0,148,0,0,58,0,1839,4,1,0,0.37,0,0,Bajo,0
13711,2026-04-06 05:00:00,5,0,Pago de servicios,715.77,83.15,2225.46,1509.69,0,1,72,1,0,64,0,2483,6,0,0,9.93,0,4,Medio,0
13712,2026-04-06 05:10:00,5,0,Yape,420.13,95.75,4640.45,4220.32,1,0,18,0,0,26,0,72,3,4,0,8.05,0,4,Medio,0
13713,2026-04-06 05:20:00,5,0,Compra,32.97,594.17,6601.3,6568.33,0,0,151,0,0,32,0,439,1,1,1,12.06,0,2,Bajo,0
13714,2026-04-06 05:30:00,5,0,Yape,170.31,181.21,4099.35,3929.04,0,0,12,0,0,29,0,2905,5,0,0,9.29,1,3,Medio,0
13715,2026-04-06 05:40:00,5,0,Yape,670.16,391.34,4576.45,3906.29,0,0,120,0,0,70,0,226,3,1,0,3.42,0,0,Bajo,0
13716,2026-04-06 05:50:00,5,0,Yape,45.29,881.24,4168.91,4123.62,1,1,94,0,0,66,0,1694,4,0,2,1.58,0,3,Medio,0
13717,2026-04-06 06:00:00,6,0,Recarga,145.13,73.47,5611.37,5466.24,1,0,28,0,0,74,0,1429,4,2,1,5.79,0,1,Bajo,0
13718,2026-04-06 06:10:00,6,0,Compra,363.74,192.08,3574.77,3211.03,0,0,157,0,0,51,0,348,5,5,1,11.81,0,4,Medio,0
13719,2026-04-06 06:20:00,6,0,Yape,76.79,909.99,538.62,461.83,0,1,168,0,0,31,0,2810,6,1,0,9.19,0,2,Bajo,0
13720,2026-04-06 06:30:00,6,0,Yape,898.3,411.21,7642.54,6744.24,0,0,13,0,0,55,0,1267,7,1,1,0.04,0,1,Bajo,0
13721,2026-04-06 06:40:00,6,0,Pago de servicios,737.01,398.37,2659.57,1922.56,1,0,126,0,0,37,1,497,5,3,1,7.35,0,2,Bajo,0
13722,2026-04-06 06:50:00,6,0,Compra,311.75,575.6,6117.6,5805.85,0,0,104,1,0,69,0,230,4,0,0,5.4,0,1,Bajo,0
13723,2026-04-06 07:00:00,7,0,Yape,377.67,467.53,8480.42,8102.75,0,0,51,0,0,26,0,2195,3,1,0,7.0,0,0,Bajo,0
13724,2026-04-06 07:10:00,7,0,Yape,142.53,785.58,7123.63,6981.1,0,0,33,0,0,61,0,1683,4,2,2,4.62,0,1,Bajo,0
13725,2026-04-06 07:20:00,7,0,Transferencia,441.29,317.11,3208.57,2767.28,0,1,177,0,0,44,0,2494,3,1,0,0.43,0,2,Bajo,0
13726,2026-04-06 07:30:00,7,0,Transferencia,134.6,193.65,5252.87,5118.27,0,1,119,0,0,22,0,2929,3,3,2,1.38,0,2,Bajo,0
13727,2026-04-06 07:40:00,7,0,Transferencia,200.98,576.91,4578.66,4377.68,0,1,9,0,0,38,0,2184,4,1,0,2.94,0,2,Bajo,0
13728,2026-04-06 07:50:00,7,0,Compra,149.54,497.19,1427.95,1278.41,0,0,108,0,0,52,0,2251,5,0,2,4.28,0,1,Bajo,0
13729,2026-04-06 08:00:00,8,0,Yape,1028.16,391.55,3275.76,2247.6,0,0,164,1,0,71,0,1451,4,1,0,5.7,0,2,Bajo,0
13730,2026-04-06 08:10:00,8,0,Yape,818.16,408.78,3994.98,3176.82,0,0,129,1,0,47,0,138,3,0,1,31.47,0,2,Bajo,0
13731,2026-04-06 08:20:00,8,0,Yape,89.71,914.81,1153.78,1064.07,1,0,57,0,0,64,0,2608,4,3,0,0.94,0,1,Bajo,0
13732,2026-04-06 08:30:00,8,0,Yape,932.27,803.88,1631.49,699.22,0,1,166,0,0,68,0,1299,3,0,0,1.54,0,2,Bajo,0
13733,2026-04-06 08:40:00,8,0,Transferencia,110.17,239.98,5175.64,5065.47,1,0,40,1,0,28,1,333,5,0,0,5.51,0,3,Medio,0
13734,2026-04-06 08:50:00,8,0,Compra,1560.67,470.97,9006.01,7445.34,0,0,117,1,0,21,0,2763,6,2,0,0.69,0,5,Alto,1
13735,2026-04-06 09:00:00,9,0,Compra,1177.27,765.57,6692.88,5515.61,1,0,19,1,0,26,0,733,2,1,1,6.77,0,3,Medio,0
13736,2026-04-06 09:10:00,9,0,Yape,2192.44,542.88,6242.78,4050.34,1,0,180,0,0,76,1,769,5,1,0,2.59,0,7,Critico,1
13737,2026-04-06 09:20:00,9,0,Transferencia,327.98,937.05,3862.45,3534.47,1,0,89,1,0,56,1,2602,5,1,1,0.52,1,5,Alto,1
13738,2026-04-06 09:30:00,9,0,Compra,184.84,725.91,4613.25,4428.41,0,0,113,0,0,35,1,1191,5,0,0,7.37,0,1,Bajo,0
13739,2026-04-06 09:40:00,9,0,Yape,180.77,183.41,1880.54,1699.77,0,0,76,0,1,64,0,422,0,2,0,6.03,0,2,Bajo,0
13740,2026-04-06 09:50:00,9,0,Transferencia,356.09,429.52,9735.49,9379.4,0,0,43,0,0,33,0,2173,6,1,0,0.3,0,0,Bajo,0
13741,2026-04-06 10:00:00,10,0,Yape,88.76,864.3,7599.02,7510.26,1,0,70,0,0,80,1,1766,5,1,0,4.32,0,2,Bajo,0
13742,2026-04-06 10:10:00,10,0,Yape,21.99,430.96,603.14,581.15,1,0,90,0,0,40,0,585,6,1,1,5.2,0,1,Bajo,0
13743,2026-04-06 10:20:00,10,0,Compra,164.08,534.18,1937.65,1773.57,0,0,143,0,0,34,0,1647,3,1,1,7.15,0,0,Bajo,0
13744,2026-04-06 10:30:00,10,0,Compra,254.91,824.38,5964.86,5709.95,0,0,81,0,0,56,0,1319,7,1,1,1.11,0,0,Bajo,0
13745,2026-04-06 10:40:00,10,0,Yape,426.46,69.08,9701.27,9274.81,0,0,85,0,0,42,0,1466,5,3,0,0.06,0,2,Bajo,0
13746,2026-04-06 10:50:00,10,0,Yape,364.03,123.8,5299.81,4935.78,0,0,49,0,0,80,1,1709,3,0,1,4.45,0,1,Bajo,0
13747,2026-04-06 11:00:00,11,0,Transferencia,281.7,301.8,9010.1,8728.4,0,0,164,0,1,73,0,1117,5,2,0,2.69,0,3,Medio,0
13748,2026-04-06 11:10:00,11,0,Compra,787.98,777.79,3796.02,3008.04,0,0,8,0,0,79,1,2656,2,1,0,3.53,1,4,Medio,0
13749,2026-04-06 11:20:00,11,0,Compra,102.25,312.33,2804.54,2702.29,0,0,60,0,0,61,0,905,3,1,0,3.22,0,0,Bajo,0
13750,2026-04-06 11:30:00,11,0,Yape,124.96,443.23,9526.32,9401.36,1,0,6,0,0,37,0,2168,4,2,1,0.22,0,2,Bajo,0
13751,2026-04-06 11:40:00,11,0,Yape,2016.61,376.85,2016.61,0.0,0,0,64,0,0,43,0,2027,6,1,1,2.41,0,4,Medio,0
13752,2026-04-06 11:50:00,11,0,Yape,10.14,810.27,7369.28,7359.14,0,0,148,0,1,72,0,769,5,0,1,8.22,0,2,Bajo,0
13753,2026-04-06 12:00:00,12,0,Yape,749.22,626.39,4259.0,3509.78,0,1,74,0,0,34,0,2296,10,3,0,11.85,0,2,Bajo,0
13754,2026-04-06 12:10:00,12,0,Yape,429.84,256.48,1749.08,1319.24,0,1,143,1,0,63,0,1017,4,0,0,3.54,0,2,Bajo,0
13755,2026-04-06 12:20:00,12,0,Yape,244.35,889.16,3943.06,3698.71,0,0,87,0,0,47,0,2624,6,1,1,1.65,0,0,Bajo,0
13756,2026-04-06 12:30:00,12,0,Recarga,599.54,60.36,9755.28,9155.74,0,0,96,0,0,78,0,1265,2,1,0,6.84,0,2,Bajo,0
13757,2026-04-06 12:40:00,12,0,Yape,501.95,447.16,2220.62,1718.67,0,0,102,0,0,19,0,1543,4,1,1,8.37,0,0,Bajo,0
13758,2026-04-06 12:50:00,12,0,Compra,56.87,806.73,9831.69,9774.82,0,0,175,0,0,70,1,905,5,4,1,6.24,0,2,Bajo,0
13759,2026-04-06 13:00:00,13,0,Yape,92.4,487.0,8768.95,8676.55,0,0,135,0,1,70,0,1361,7,1,0,3.87,0,2,Bajo,0
13760,2026-04-06 13:10:00,13,0,Pago de servicios,151.31,317.23,4717.85,4566.54,1,0,103,0,0,53,0,2435,4,3,1,4.93,0,1,Bajo,0
13761,2026-04-06 13:20:00,13,0,Yape,29.33,922.69,5992.54,5963.21,0,0,116,0,0,24,0,154,5,0,0,0.2,0,0,Bajo,0
13762,2026-04-06 13:30:00,13,0,Pago de servicios,242.59,684.68,1356.89,1114.3,0,1,179,0,0,31,1,1494,6,2,0,2.84,0,3,Medio,0
13763,2026-04-06 13:40:00,13,0,Yape,462.9,564.69,8634.22,8171.32,1,1,15,0,0,66,0,1858,3,1,1,3.36,0,3,Medio,0
13764,2026-04-06 13:50:00,13,0,Transferencia,785.04,930.97,2457.17,1672.13,0,0,106,0,1,73,0,1644,2,1,0,5.44,0,2,Bajo,0
13765,2026-04-06 14:00:00,14,0,Compra,264.53,913.59,4600.54,4336.01,0,0,43,0,0,57,0,700,2,1,0,0.38,0,0,Bajo,0
13766,2026-04-06 14:10:00,14,0,Pago de servicios,115.63,378.4,9168.47,9052.84,1,0,112,0,0,34,0,2814,5,3,0,4.63,0,1,Bajo,0
13767,2026-04-06 14:20:00,14,0,Yape,306.13,381.74,1498.25,1192.12,1,1,66,0,0,77,0,2026,5,0,2,0.03,0,3,Medio,0
13768,2026-04-06 14:30:00,14,0,Recarga,226.17,329.34,9589.47,9363.3,1,1,73,1,1,50,0,935,9,4,1,3.82,0,5,Alto,1
13769,2026-04-06 14:40:00,14,0,Compra,536.51,319.19,4957.13,4420.62,0,0,82,0,0,41,0,106,2,1,0,6.39,0,0,Bajo,0
13770,2026-04-06 14:50:00,14,0,Yape,233.84,186.27,5855.17,5621.33,1,0,7,0,0,57,0,2730,2,2,1,4.37,0,2,Bajo,0
13771,2026-04-06 15:00:00,15,0,Recarga,595.53,658.72,9118.94,8523.41,1,0,134,0,0,56,0,2661,2,0,0,2.5,0,1,Bajo,0
13772,2026-04-06 15:10:00,15,0,Compra,188.4,334.79,737.87,549.47,1,0,17,0,0,39,0,2411,5,0,0,4.38,1,4,Medio,0
13773,2026-04-06 15:20:00,15,0,Compra,889.11,475.76,6423.7,5534.59,0,1,61,0,0,37,0,2213,1,0,0,3.03,0,1,Bajo,0
13774,2026-04-06 15:30:00,15,0,Compra,292.23,502.8,4485.39,4193.16,0,1,59,0,0,61,1,2311,5,0,1,4.53,0,2,Bajo,0
13775,2026-04-06 15:40:00,15,0,Transferencia,134.57,686.39,1236.16,1101.59,0,0,78,0,0,76,0,1683,0,1,1,0.68,0,0,Bajo,0
13776,2026-04-06 15:50:00,15,0,Transferencia,175.36,833.84,4826.55,4651.19,0,1,118,1,0,29,0,425,3,0,0,5.41,0,2,Bajo,0
13777,2026-04-06 16:00:00,16,0,Pago de servicios,506.26,970.52,1319.31,813.05,0,1,63,0,1,18,0,195,1,2,1,0.97,0,3,Medio,0
13778,2026-04-06 16:10:00,16,0,Recarga,68.67,467.31,4479.75,4411.08,1,0,83,0,0,60,0,1014,3,0,0,1.59,0,1,Bajo,0
13779,2026-04-06 16:20:00,16,0,Compra,214.96,861.14,214.96,0.0,0,0,116,0,0,38,0,1155,3,3,0,6.6,0,0,Bajo,0
13780,2026-04-06 16:30:00,16,0,Compra,712.8,556.38,8763.43,8050.63,0,0,101,0,0,50,0,882,5,0,0,0.3,0,0,Bajo,0
13781,2026-04-06 16:40:00,16,0,Transferencia,410.3,937.61,5438.95,5028.65,0,0,138,0,0,23,0,2863,6,1,0,6.29,0,0,Bajo,0
13782,2026-04-06 16:50:00,16,0,Yape,77.42,772.18,9556.83,9479.41,0,0,118,0,0,67,0,171,3,0,0,4.84,0,0,Bajo,0
13783,2026-04-06 17:00:00,17,0,Yape,334.03,701.54,4159.32,3825.29,0,0,78,0,0,54,0,20,2,3,0,5.02,0,0,Bajo,0
13784,2026-04-06 17:10:00,17,0,Yape,63.94,446.82,9271.8,9207.86,0,0,13,0,0,70,1,2123,3,1,2,1.05,0,3,Medio,0
13785,2026-04-06 17:20:00,17,0,Yape,294.87,338.41,5429.96,5135.09,0,0,118,0,0,24,1,115,5,2,1,0.4,0,1,Bajo,0
13786,2026-04-06 17:30:00,17,0,Yape,972.48,816.55,972.48,0.0,0,0,44,0,0,56,0,845,7,0,0,6.32,0,0,Bajo,0
13787,2026-04-06 17:40:00,17,0,Compra,263.33,601.62,5571.78,5308.45,1,0,155,1,0,52,0,2632,2,1,1,11.4,0,4,Medio,0
13788,2026-04-06 17:50:00,17,0,Yape,78.89,124.25,3805.66,3726.77,0,1,25,0,0,68,0,2600,2,0,1,4.73,0,1,Bajo,0
13789,2026-04-06 18:00:00,18,0,Compra,202.15,463.34,9175.82,8973.67,1,1,136,0,0,27,0,387,6,0,0,0.36,0,2,Bajo,0
13790,2026-04-06 18:10:00,18,0,Compra,297.22,187.8,8824.76,8527.54,0,0,51,0,0,34,0,2589,3,0,0,10.83,0,1,Bajo,0
13791,2026-04-06 18:20:00,18,0,Yape,729.31,76.2,6442.39,5713.08,0,0,9,0,0,59,0,1032,4,2,0,8.82,0,3,Medio,0
13792,2026-04-06 18:30:00,18,0,Yape,722.8,992.56,4105.31,3382.51,0,0,22,1,1,38,0,1896,6,1,0,1.71,0,3,Medio,0
13793,2026-04-06 18:40:00,18,0,Recarga,82.33,565.24,9042.23,8959.9,0,0,72,1,1,38,0,2902,3,0,0,1.01,0,3,Medio,0
13794,2026-04-06 18:50:00,18,0,Compra,176.96,821.78,1535.22,1358.26,0,0,103,0,0,49,0,1700,6,0,1,2.76,0,0,Bajo,0
13795,2026-04-06 19:00:00,19,0,Transferencia,362.73,477.79,681.46,318.73,0,1,20,1,0,64,0,2314,3,0,0,0.03,0,2,Bajo,0
13796,2026-04-06 19:10:00,19,0,Transferencia,133.65,653.41,5711.93,5578.28,0,0,63,0,0,21,0,316,5,1,1,3.9,0,0,Bajo,0
13797,2026-04-06 19:20:00,19,0,Transferencia,402.78,990.86,5134.76,4731.98,0,0,103,1,0,76,0,254,8,0,1,0.1,0,1,Bajo,0
13798,2026-04-06 19:30:00,19,0,Recarga,63.56,671.83,9035.67,8972.11,1,0,102,0,0,43,0,2482,7,1,0,1.12,1,3,Medio,0
13799,2026-04-06 19:40:00,19,0,Transferencia,317.79,204.6,2253.7,1935.91,0,1,9,0,0,35,0,2484,6,0,1,0.5,0,2,Bajo,0
13800,2026-04-06 19:50:00,19,0,Compra,683.56,797.24,807.26,123.7,0,0,162,0,0,72,0,553,5,1,0,3.31,0,1,Bajo,0
13801,2026-04-06 20:00:00,20,0,Transferencia,258.26,932.88,6831.04,6572.78,0,0,106,1,0,45,0,2571,2,0,1,3.64,0,1,Bajo,0
13802,2026-04-06 20:10:00,20,0,Yape,291.7,356.2,883.54,591.84,1,1,53,1,0,25,0,878,5,2,0,2.85,0,3,Medio,0
13803,2026-04-06 20:20:00,20,0,Transferencia,569.24,262.42,4277.18,3707.94,0,0,165,0,0,59,0,586,3,0,1,1.95,0,1,Bajo,0
13804,2026-04-06 20:30:00,20,0,Pago de servicios,156.95,301.54,7499.41,7342.46,0,0,174,0,0,31,0,1895,1,2,0,8.14,0,1,Bajo,0
13805,2026-04-06 20:40:00,20,0,Compra,455.79,208.63,9019.06,8563.27,1,0,172,0,0,20,0,82,2,0,0,1.28,0,2,Bajo,0
13806,2026-04-06 20:50:00,20,0,Yape,237.33,251.04,6418.46,6181.13,0,1,59,0,0,58,0,5,1,1,0,0.78,0,1,Bajo,0
13807,2026-04-06 21:00:00,21,0,Yape,98.68,704.06,482.65,383.97,0,1,172,0,0,39,1,1262,2,0,0,1.22,0,3,Medio,0
13808,2026-04-06 21:10:00,21,0,Yape,603.24,399.84,3068.61,2465.37,0,0,109,0,0,69,0,2755,5,1,0,3.65,0,0,Bajo,0
13809,2026-04-06 21:20:00,21,0,Yape,993.19,891.9,993.19,0.0,0,0,147,0,0,68,0,2025,5,0,0,0.18,0,0,Bajo,0
13810,2026-04-06 21:30:00,21,0,Yape,779.4,390.71,779.4,0.0,0,0,166,0,0,26,0,1110,4,1,0,5.68,0,1,Bajo,0
13811,2026-04-06 21:40:00,21,0,Compra,603.2,922.36,9974.21,9371.01,0,0,72,0,1,20,1,2225,3,0,0,1.77,0,3,Medio,0
13812,2026-04-06 21:50:00,21,0,Yape,407.75,176.5,1333.87,926.12,0,0,111,1,0,75,0,1209,7,0,0,4.85,0,1,Bajo,0
13813,2026-04-06 22:00:00,22,0,Yape,351.76,82.11,6563.93,6212.17,1,0,123,0,0,38,0,664,5,0,1,6.06,0,3,Medio,0
13814,2026-04-06 22:10:00,22,0,Yape,222.78,793.82,2774.96,2552.18,0,0,96,0,0,69,0,2482,2,1,0,4.63,0,0,Bajo,0
13815,2026-04-06 22:20:00,22,0,Recarga,126.14,779.31,7047.51,6921.37,0,1,9,0,0,23,0,1476,2,0,0,0.66,0,2,Bajo,0
13816,2026-04-06 22:30:00,22,0,Yape,31.0,713.19,1877.05,1846.05,1,0,12,1,0,39,0,614,1,4,1,0.34,0,3,Medio,0
13817,2026-04-06 22:40:00,22,0,Yape,51.04,450.36,2815.18,2764.14,1,0,55,1,0,50,0,2434,2,2,0,3.08,0,2,Bajo,0
13818,2026-04-06 22:50:00,22,0,Pago de servicios,248.29,239.7,9050.56,8802.27,0,1,135,0,0,40,0,2237,5,3,0,13.16,0,2,Bajo,0
13819,2026-04-06 23:00:00,23,0,Compra,68.28,268.74,8034.36,7966.08,0,1,162,1,0,65,0,20,1,1,1,4.25,0,3,Medio,0
13820,2026-04-06 23:10:00,23,0,Yape,370.22,811.02,6591.93,6221.71,0,0,152,0,0,40,0,649,2,1,0,4.18,1,3,Medio,0
13821,2026-04-06 23:20:00,23,0,Yape,1404.43,944.06,4650.53,3246.1,0,0,149,1,0,57,0,325,4,0,1,14.55,0,2,Bajo,0
13822,2026-04-06 23:30:00,23,0,Yape,9.72,953.73,6377.2,6367.48,1,0,117,0,1,55,0,543,2,1,0,3.27,0,3,Medio,0
13823,2026-04-06 23:40:00,23,0,Transferencia,92.53,405.76,5816.61,5724.08,0,1,128,1,0,55,0,128,1,0,0,6.65,0,2,Bajo,0
13824,2026-04-06 23:50:00,23,0,Yape,2177.38,669.45,2177.38,0.0,0,0,41,0,0,18,0,1896,1,0,0,2.85,0,4,Medio,0
13825,2026-04-07 00:00:00,0,1,Recarga,563.53,342.45,9767.89,9204.36,1,0,166,0,1,48,0,2856,5,0,0,0.41,0,4,Medio,0
13826,2026-04-07 00:10:00,0,1,Yape,218.84,860.46,2789.24,2570.4,0,0,63,0,0,70,1,1975,1,0,0,11.59,0,2,Bajo,0
13827,2026-04-07 00:20:00,0,1,Pago de servicios,143.75,612.97,482.94,339.19,1,0,27,1,0,35,0,458,3,1,0,1.22,0,2,Bajo,0
13828,2026-04-07 00:30:00,0,1,Yape,439.58,867.85,3487.31,3047.73,0,1,70,0,0,35,1,1054,4,0,1,1.39,0,2,Bajo,0
13829,2026-04-07 00:40:00,0,1,Yape,651.45,758.79,5476.77,4825.32,0,0,57,0,0,32,0,982,5,3,1,0.93,0,0,Bajo,0
13830,2026-04-07 00:50:00,0,1,Pago de servicios,68.76,283.93,713.81,645.05,1,0,158,0,0,46,0,93,3,0,0,6.45,0,2,Bajo,0
13831,2026-04-07 01:00:00,1,1,Yape,1087.67,79.27,5901.43,4813.76,0,0,166,0,0,60,0,158,1,0,0,10.46,0,4,Medio,0
13832,2026-04-07 01:10:00,1,1,Yape,364.48,984.02,2875.2,2510.72,1,0,75,0,0,61,0,687,3,1,0,2.45,0,1,Bajo,0
13833,2026-04-07 01:20:00,1,1,Compra,625.24,481.91,829.06,203.82,0,0,166,0,0,69,0,2070,2,0,0,3.17,0,1,Bajo,0
13834,2026-04-07 01:30:00,1,1,Transferencia,681.3,310.91,4721.55,4040.25,0,0,176,0,0,62,0,1392,2,1,1,1.28,0,1,Bajo,0
13835,2026-04-07 01:40:00,1,1,Yape,334.38,821.15,6671.65,6337.27,0,0,55,0,0,76,1,2888,4,0,0,3.04,0,1,Bajo,0
13836,2026-04-07 01:50:00,1,1,Recarga,382.0,212.71,6478.57,6096.57,0,0,42,1,0,64,0,2468,5,2,0,4.06,0,1,Bajo,0
13837,2026-04-07 02:00:00,2,1,Transferencia,410.65,531.66,2899.89,2489.24,0,0,33,0,0,61,0,2776,4,0,0,1.57,0,0,Bajo,0
13838,2026-04-07 02:10:00,2,1,Compra,171.21,448.28,3438.36,3267.15,0,1,156,0,0,72,0,352,5,1,0,0.19,0,2,Bajo,0
13839,2026-04-07 02:20:00,2,1,Pago de servicios,468.0,170.27,8454.09,7986.09,0,0,88,0,0,55,0,116,1,1,1,1.62,0,0,Bajo,0
13840,2026-04-07 02:30:00,2,1,Compra,188.75,691.46,1467.8,1279.05,0,0,153,0,0,34,0,2639,4,3,0,4.35,0,1,Bajo,0
13841,2026-04-07 02:40:00,2,1,Yape,244.85,888.95,8126.23,7881.38,0,0,30,0,0,28,0,83,5,0,2,0.57,0,1,Bajo,0
13842,2026-04-07 02:50:00,2,1,Pago de servicios,1169.01,932.32,1197.97,28.96,1,0,111,0,1,77,0,5,4,0,0,6.7,0,3,Medio,0
13843,2026-04-07 03:00:00,3,1,Yape,236.03,578.25,2268.57,2032.54,1,0,13,0,0,60,0,2955,10,2,0,3.42,0,2,Bajo,0
13844,2026-04-07 03:10:00,3,1,Yape,370.0,64.05,2702.55,2332.55,1,0,130,0,0,26,0,2808,2,0,0,3.42,0,3,Medio,0
13845,2026-04-07 03:20:00,3,1,Pago de servicios,205.45,417.19,6924.45,6719.0,0,0,38,0,0,34,0,1921,6,2,0,1.02,0,0,Bajo,0
13846,2026-04-07 03:30:00,3,1,Yape,169.72,572.12,6365.99,6196.27,0,0,126,0,0,24,0,1583,2,2,0,18.85,1,3,Medio,0
13847,2026-04-07 03:40:00,3,1,Compra,1683.64,969.91,3002.72,1319.08,0,0,64,0,0,71,0,2345,4,0,0,3.44,0,2,Bajo,0
13848,2026-04-07 03:50:00,3,1,Pago de servicios,56.58,471.89,3252.4,3195.82,0,0,67,0,0,33,1,2409,4,1,0,6.85,1,3,Medio,0
13849,2026-04-07 04:00:00,4,1,Pago de servicios,257.78,384.6,870.4,612.62,1,0,8,0,0,65,0,482,5,0,0,14.95,0,3,Medio,0
13850,2026-04-07 04:10:00,4,1,Yape,73.57,926.8,5630.53,5556.96,0,1,180,1,0,43,0,1197,4,1,0,5.55,0,3,Medio,0
13851,2026-04-07 04:20:00,4,1,Yape,857.82,469.43,3819.69,2961.87,0,0,96,0,0,30,1,1828,6,0,0,3.66,0,1,Bajo,0
13852,2026-04-07 04:30:00,4,1,Recarga,230.08,958.34,6710.9,6480.82,1,0,14,1,1,43,0,767,4,0,1,4.73,0,5,Alto,1
13853,2026-04-07 04:40:00,4,1,Transferencia,153.11,352.04,9762.31,9609.2,1,0,74,1,0,69,0,2241,5,1,0,1.0,0,2,Bajo,0
